Marker Chrom Pos_start
Chr2SNP751 2 24.10411
Chr2SNP761 2 24.520548
Chr2SNP773 2 25.057535
Chr2SNP774 2 25.090411
Chr2SNP776 2 25.178083
Chr2SNP777 2 25.210959
Chr2SNP779 2 25.243836
Chr2SNP794 2 25.824658
Chr2SNP811 2 26.493151
Chr2SNP812 2 26.591781
Chr2SNP827 2 27.161644
Chr2SNP828 2 27.183562
Chr2SNP830 2 27.216439
Chr2SNP832 2 27.293151
Chr2SNP835 2 27.369864
Chr2SNP838 2 27.600001
Chr2SNP841 2 27.731507
Chr2SNP844 2 27.983562
Chr2SNP850 2 30.40548
Chr2SNP852 2 30.580822
Chr2SNP853 2 30.60274
Chr2SNP858 2 30.778083
Chr2SNP860 2 30.854795
Chr2SNP864 2 31.030137
Chr2SNP868 2 31.128768
Chr2SNP879 2 31.884932
Chr2SNP893 2 32.312329
Chr2SNP906 2 32.838357
Chr2SNP908 2 32.871233
Chr2SNP918 2 33.123288
Chr2SNP925 2 33.287672
Chr2SNP932 2 33.550685
Chr2SNP934 2 33.616439
Chr2SNP936 2 33.649316
Chr2SNP945 2 33.978083
Chr2SNP946 2 34.054795
Chr2SNP949 2 34.186302
Chr2SNP956 2 34.328768
Chr2SNP961 2 34.482192
Chr2SNP963 2 34.536987
Chr2SNP976 2 34.898631
Chr2SNP981 2 35.084932
Chr2SNP992 2 35.468494
Chr2SNP995 2 35.589042
Chr2SNP998 2 35.731507
Chr2SNP1000 2 35.753425
Chr2SNP1003 2 35.884932
Chr2SNP1021 2 36.356165
Chr2SNP1030 2 36.717809
Chr2SNP1034 2 36.849316
Chr2SNP1044 2 37.156165
Chr2SNP1050 2 37.353425
Chr2SNP1058 2 37.736987
Chr2SNP1071 2 38.317809
Chr2SNP1075 2 38.416439
Chr2SNP1082 2 38.668494
Chr2SNP1084 2 38.712329
Chr2SNP1107 2 39.567124
Chr2SNP1110 2 39.863014
Chr2SNP1117 2 40.246576
Chr2SNP1120 2 40.389042
Chr2SNP1123 2 40.476713
Chr2SNP1131 2 40.728768
Chr2SNP1133 2 40.761644
Chr2SNP1137 2 40.860274
Chr2SNP1145 2 41.10137
Chr2SNP1151 2 41.386302
Chr2SNP1154 2 41.484932
Chr2SNP1161 2 41.660274
Chr2SNP1164 2 41.879453
Chr2SNP1165 2 41.923288
Chr2SNP1172 2 42.098631
Chr2SNP1180 2 42.197261
Chr2SNP1195 2 42.843836
Chr2SNP1212 2 43.380822
Chr2SNP1217 2 43.457535
Chr2SNP1218 2 43.50137
Chr2SNP1221 2 43.6
Chr2SNP1226 2 43.775343
Chr2SNP1228 2 43.819179
Chr2SNP1230 2 43.950685
Chr2SNP1231 2 43.983562
Chr2SNP1232 2 43.994521
Chr2SNP1233 2 44.10411
Chr2SNP1235 2 44.126028
Chr2SNP1238 2 44.20274
Chr2SNP1241 2 44.257535
Chr2SNP1246 2 44.531507
Chr2SNP1256 2 44.947946
Chr2SNP1257 2 44.969864
Chr2SNP1258 2 45.068494
Chr2SNP1284 2 45.989042
Chr2SNP1286 2 46.021918
Chr2SNP1292 2 46.263014
Chr2SNP1298 2 46.372603
Chr2SNP1303 2 46.778083
Chr2SNP1317 2 47.326028
Chr2SNP1321 2 47.457535
Chr2SNP1325 2 47.610959
Chr2SNP1341 2 48.410959
Chr2SNP1347 2 48.663014
Chr2SNP1349 2 48.739727
Chr2SNP1354 2 48.882192
Chr2SNP1356 2 48.926028
Chr2SNP1361 2 49.156165
Chr2SNP1374 2 49.550685
Chr2SNP1380 2 49.693151
Chr2SNP1387 2 49.956165
Chr2SNP1411 2 50.756165
Chr2SNP1415 2 50.865754
Chr2SNP1420 2 51.041096
Chr2SNP1428 2 51.424658
Chr2SNP1432 2 51.6
Chr2SNP1436 2 51.731507
Chr2SNP1444 2 52.213699
Chr2SNP1460 2 52.915069
Chr2SNP1467 2 53.189042
Chr2SNP1468 2 53.232877
Chr2SNP1479 2 53.60548
Chr2SNP1486 2 53.923288
Chr2SNP1488 2 54.010959
Chr2SNP1490 2 54.219179
Chr2SNP1492 2 54.263014
Chr2SNP1497 2 54.372603
Chr2SNP1499 2 54.416439
Chr2SNP1501 2 54.50411
Chr2SNP1506 2 54.657535
Chr2SNP1513 2 54.876713
Chr2SNP1515 2 54.898631
Chr2SNP1520 2 55.019179
Chr2SNP1534 2 55.358905
Chr2SNP1537 2 55.446576
Chr2SNP1544 2 55.621918
Chr2SNP1553 2 55.972603
Chr2SNP1560 2 56.279453
Chr2SNP1566 2 56.454795
Chr2SNP1568 2 56.542466
Chr2SNP1570 2 56.586302
Chr2SNP1581 2 56.980822
Chr2SNP1584 2 57.068494
Chr2SNP1592 2 57.276713
Chr2SNP1594 2 57.364384
Chr2SNP1628 2 58.438357
Chr2SNP1634 2 58.558905
Chr2SNP1636 2 58.679453
Chr2SNP1660 2 59.479453
Chr2SNP1672 2 59.797261
Chr2SNP1684 2 60.082192
Chr2SNP1694 2 60.334247
Chr2SNP1695 2 60.345206
Chr2SNP1704 2 60.695891
Chr2SNP1708 2 60.772603
Chr2SNP1732 2 61.386302
Chr2SNP1733 2 61.419179
Chr2SNP1741 2 61.747946
Chr2SNP1747 2 61.824658
Chr2SNP1748 2 61.868494
Chr2SNP1749 2 61.90137
Chr2SNP1753 2 62.021918
Chr2SNP1754 2 62.043836
Chr2SNP1755 2 62.054795
Chr2SNP1756 2 62.065754
Chr2SNP1759 2 62.153425
Chr2SNP1762 2 62.273973
Chr2SNP1763 2 62.350685
Chr2SNP1764 2 62.361644
Chr2SNP1769 2 62.536987
Chr2SNP1771 2 62.580822
Chr2SNP1786 2 62.931507
Chr2SNP1788 2 62.953425
Chr2SNP1792 2 63.019179
Chr2SNP1793 2 63.030137
Chr2SNP1807 2 63.435617
Chr2SNP1812 2 63.6
Chr2SNP1814 2 63.621918
Chr2SNP1820 2 63.80822
Chr2SNP1823 2 63.852055
Chr2SNP1834 2 64.268494
Chr2SNP1848 2 64.542466
Chr2SNP1872 2 65.40822
Chr2SNP1876 2 65.517809
Chr2SNP1893 2 65.956165
Chr2SNP1896 2 65.989042
Chr2SNP1897 2 66.010959
Chr2SNP1909 2 66.493151
Chr2SNP1921 2 66.865754
Chr2SNP1925 2 66.90959
Chr2SNP1929 2 67.073973
Chr2SNP1934 2 67.150685
Chr2SNP1938 2 67.260274
Chr2SNP1944 2 67.391781
Chr2SNP1945 2 67.468494
Chr2SNP1946 2 67.523288
Chr2SNP1967 2 68.126028
Chr2SNP1994 2 68.947946
Chr2SNP1995 2 69.046576
Chr2SNP1999 2 69.10137
Chr2SNP2001 2 69.134247
Chr2SNP2002 2 69.200001
Chr2SNP2012 2 69.594521
Chr2SNP2027 2 70.010959
Chr2SNP2036 2 70.416439
Chr2SNP2041 2 70.60274
Chr2SNP2044 2 70.854795
Chr2SNP2051 2 71.030137
Chr2SNP2055 2 71.249316
Chr2SNP2056 2 71.260274
Chr2SNP2058 2 71.347946
Chr2SNP2096 2 72.695891
Chr2SNP2101 2 72.816439
Chr2SNP2111 2 73.112329
Chr2SNP2118 2 73.254795
Chr2SNP2125 2 73.550685
Chr2SNP2127 2 73.583562
Chr2SNP2134 2 73.835617
Chr2SNP2136 2 73.868494
Chr2SNP2148 2 74.153425
Chr2SNP2165 2 74.690411
Chr2SNP2166 2 74.712329
Chr2SNP2169 2 74.821918
Chr2SNP2176 2 74.953425
Chr2SNP2182 2 75.095891
Chr2SNP2189 2 75.271233
Chr2SNP2204 2 75.841096
Chr2SNP2211 2 76.00548
Chr2SNP2219 2 76.191781
Chr2SNP2221 2 76.30137
Chr2SNP2233 2 76.652055
Chr2SNP2250 2 77.090411
Chr2SNP2254 2 77.145206
Chr2SNP2256 2 77.178083
Chr2SNP2271 2 77.550685
Chr2SNP2277 2 77.879453
Chr2SNP2284 2 78.098631
Chr2SNP2290 2 78.30685
Chr2SNP2297 2 78.493151
Chr2SNP2300 2 78.657535
Chr2SNP2301 2 78.668494
Chr2SNP2307 2 78.876713
Chr2SNP2329 2 79.567124
Chr2SNP2330 2 79.578083
Chr2SNP2334 2 79.753425
Chr2SNP2337 2 79.819179
Chr2SNP2338 2 79.841096
Chr2SNP2340 2 79.961644
Chr2SNP2343 2 79.994521
Chr3SNP12 3 0.290411
Chr3SNP17 3 0.465754
Chr3SNP18 3 0.50959
Chr3SNP23 3 0.695891
Chr3SNP27 3 0.849316
Chr3SNP34 3 1.276713
Chr3SNP39 3 1.517809
Chr3SNP40 3 1.660274
Chr3SNP48 3 1.879453
Chr3SNP62 3 2.526028
Chr3SNP68 3 2.668494
Chr3SNP76 3 3.052055
Chr3SNP89 3 3.479453
Chr3SNP90 3 3.512329
Chr3SNP99 3 3.786302
Chr3SNP100 3 3.841096
Chr3SNP101 3 3.863014
Chr3SNP102 3 3.873973
Chr3SNP104 3 3.928768
Chr3SNP108 3 4.235617
Chr3SNP115 3 4.443836
Chr3SNP118 3 4.50959
Chr3SNP127 3 4.860274
Chr3SNP138 3 5.254795
Chr3SNP139 3 5.265754
Chr3SNP141 3 5.331507
Chr3SNP148 3 5.473973
Chr3SNP152 3 5.583562
Chr3SNP157 3 5.835617
Chr3SNP163 3 6.098631
Chr3SNP165 3 6.120548
Chr3SNP166 3 6.131507
Chr3SNP185 3 6.767124
Chr3SNP187 3 6.8
Chr3SNP190 3 6.975343
Chr3SNP193 3 7.052055
Chr3SNP197 3 7.139727
Chr3SNP204 3 7.336987
Chr3SNP209 3 7.490411
Chr3SNP215 3 7.632877
Chr3SNP217 3 7.676713
Chr3SNP219 3 7.698631
Chr3SNP223 3 7.863014
Chr3SNP231 3 8.115069
Chr3SNP233 3 8.169864
Chr3SNP243 3 8.50959
Chr3SNP249 3 8.80548
Chr3SNP252 3 8.871233
Chr3SNP254 3 8.926028
Chr3SNP270 3 9.572603
Chr3SNP279 3 9.989042
Chr3SNP283 3 10.087672
Chr3SNP287 3 10.30685
Chr3SNP290 3 10.449316
Chr3SNP303 3 10.789042
Chr3SNP314 3 11.041096
Chr3SNP317 3 11.10685
Chr3SNP321 3 11.238357
Chr3SNP322 3 11.260274
Chr3SNP326 3 11.468494
Chr3SNP327 3 11.50137
Chr3SNP329 3 11.578083
Chr3SNP337 3 11.786302
Chr3SNP340 3 11.863014
Chr3SNP341 3 11.961644
Chr3SNP345 3 12.30137
Chr3SNP346 3 12.378083
Chr3SNP348 3 12.454795
Chr3SNP351 3 12.498631
Chr3SNP352 3 12.586302
Chr3SNP355 3 12.739727
Chr3SNP357 3 12.783562
Chr3SNP359 3 12.860274
Chr3SNP361 3 12.915069
Chr3SNP363 3 13.035617
Chr3SNP364 3 13.057535
Chr3SNP373 3 13.320548
Chr3SNP387 3 13.90137
Chr3SNP391 3 14.10959
Chr3SNP395 3 14.241096
Chr3SNP399 3 14.50411
Chr3SNP402 3 14.547946
Chr3SNP405 3 14.723288
Chr3SNP413 3 14.920548
Chr3SNP421 3 15.128768
Chr3SNP424 3 15.238357
Chr3SNP434 3 15.654795
Chr3SNP442 3 16.00548
Chr3SNP448 3 16.20274
Chr3SNP449 3 16.213699
Chr3SNP463 3 16.695891
Chr3SNP469 3 16.80548
Chr3SNP472 3 16.893151
Chr3SNP480 3 17.134247
Chr3SNP492 3 17.495891
Chr3SNP501 3 17.80274
Chr3SNP533 3 18.964384
Chr3SNP539 3 19.139727
Chr3SNP544 3 19.249316
Chr3SNP547 3 19.369864
Chr3SNP550 3 19.479453
Chr3SNP555 3 19.610959
Chr3SNP556 3 19.621918
Chr3SNP564 3 19.917809
Chr3SNP573 3 20.180822
Chr3SNP575 3 20.246576
Chr3SNP580 3 20.323288
Chr3SNP588 3 20.838357
Chr3SNP592 3 20.90411
Chr3SNP596 3 20.980822
Chr3SNP600 3 21.156165
Chr3SNP610 3 21.320548
Chr3SNP611 3 21.353425
Chr3SNP618 3 21.649316
Chr3SNP622 3 21.780822
Chr3SNP623 3 21.791781
Chr3SNP630 3 22.065754
Chr3SNP631 3 22.120548
Chr3SNP635 3 22.175343
Chr3SNP640 3 22.284932
Chr3SNP646 3 22.471233
Chr3SNP649 3 22.580822
Chr3SNP652 3 22.690411
Chr3SNP654 3 22.745206
Chr3SNP655 3 22.8
Chr3SNP659 3 22.876713
Chr3SNP670 3 23.128768
Chr3SNP679 3 23.457535
Chr3SNP686 3 23.610959
Chr3SNP687 3 23.621918
Chr3SNP696 3 23.939727
Chr3SNP716 3 24.60822
Chr3SNP719 3 24.849316
Chr3SNP721 3 24.871233
Chr3SNP723 3 25.013699
Chr3SNP726 3 25.123288
Chr3SNP728 3 25.2
Chr3SNP734 3 25.40822
Chr3SNP737 3 25.528768
Chr3SNP741 3 25.594521
Chr3SNP750 3 25.934247
Chr3SNP754 3 26.032877
Chr3SNP760 3 26.219179
Chr3SNP766 3 26.493151
Chr3SNP779 3 26.997261
Chr3SNP786 3 27.216439
Chr3SNP788 3 27.282192
Chr3SNP791 3 27.424658
Chr3SNP799 3 27.687672
Chr3SNP801 3 27.80822
Chr3SNP825 3 28.936987
Chr3SNP832 3 29.123288
Chr3SNP834 3 29.221918
Chr3SNP836 3 29.287672
Chr3SNP842 3 29.386302
Chr3SNP851 3 29.638357
Chr3SNP852 3 29.660274
Chr3SNP855 3 29.715069
Chr3SNP864 3 30
Chr3SNP875 3 30.361644
Chr3SNP881 3 30.613699
Chr3SNP883 3 30.756165
Chr3SNP889 3 30.887672
Chr3SNP891 3 30.986302
Chr3SNP892 3 31.00822
Chr3SNP894 3 31.095891
Chr3SNP895 3 31.128768
Chr3SNP899 3 31.260274
Chr3SNP902 3 31.380822
Chr3SNP911 3 31.600001
Chr3SNP929 3 32.049316
Chr3SNP932 3 32.126028
Chr3SNP933 3 32.147946
Chr3SNP946 3 32.400001
Chr3SNP952 3 32.783562
Chr3SNP954 3 32.816439
Chr3SNP959 3 32.926028
Chr3SNP965 3 33.035617
Chr3SNP967 3 33.10137
Chr3SNP970 3 33.298631
Chr3SNP972 3 33.397261
Chr3SNP987 3 33.747946
Chr3SNP990 3 33.90137
Chr3SNP993 3 33.967124
Chr3SNP1008 3 34.20822
Chr3SNP1011 3 34.339727
Chr3SNP1018 3 34.558905
Chr3SNP1045 3 35.446576
Chr3SNP1054 3 35.676713
Chr3SNP1066 3 36.290411
Chr3SNP1068 3 36.323288
Chr3SNP1069 3 36.367124
Chr3SNP1075 3 36.487672
Chr3SNP1079 3 36.652055
Chr3SNP1088 3 36.827398
Chr3SNP1092 3 36.991781
Chr3SNP1093 3 37.035617
Chr3SNP1103 3 37.221918
Chr3SNP1108 3 37.331507
Chr3SNP1111 3 37.495891
Chr3SNP1123 3 37.835617
Chr3SNP1135 3 38.10959
Chr3SNP1136 3 38.186302
Chr3SNP1139 3 38.241096
Chr3SNP1141 3 38.263014
Chr3SNP1142 3 38.284932
Chr3SNP1153 3 38.778083
Chr3SNP1154 3 38.789042
Chr3SNP1155 3 38.8
Chr3SNP1158 3 38.898631
Chr3SNP1163 3 39.030137
Chr3SNP1167 3 39.084932
Chr3SNP1183 3 39.556165
Chr3SNP1188 3 39.676713
Chr3SNP1190 3 39.731507
Chr3SNP1194 3 39.841096
Chr3SNP1204 3 40.115069
Chr3SNP1229 3 40.728768
Chr3SNP1238 3 40.980822
Chr3SNP1246 3 41.298631
Chr3SNP1261 3 41.747946
Chr3SNP1262 3 41.758905
Chr3SNP1266 3 41.835617
Chr3SNP1267 3 41.868494
Chr3SNP1272 3 42.120548
Chr3SNP1276 3 42.241096
Chr3SNP1280 3 42.394521
Chr3SNP1286 3 42.591781
Chr3SNP1291 3 42.679453
Chr3SNP1294 3 42.756165
Chr3SNP1300 3 42.942466
Chr3SNP1302 3 42.975343
Chr3SNP1303 3 42.997261
Chr3SNP1311 3 43.336987
Chr3SNP1313 3 43.391781
Chr3SNP1320 3 43.545206
Chr3SNP1322 3 43.567124
Chr3SNP1325 3 43.665754
Chr3SNP1340 3 44.038357
Chr3SNP1356 3 44.378083
Chr3SNP1364 3 44.575343
Chr3SNP1368 3 44.695891
Chr3SNP1369 3 44.717809
Chr3SNP1372 3 44.80548
Chr3SNP1375 3 44.882192
Chr3SNP1381 3 45.00274
Chr3SNP1386 3 45.112329
Chr3SNP1393 3 45.364384
Chr3SNP1394 3 45.375343
Chr3SNP1404 3 45.638357
Chr3SNP1425 3 46.383562
Chr3SNP1434 3 46.591781
Chr3SNP1437 3 46.646576
Chr3SNP1448 3 46.953425
Chr3SNP1450 3 46.986302
Chr3SNP1454 3 47.095891
Chr3SNP1477 3 47.512329
Chr3SNP1490 3 47.819179
Chr3SNP1491 3 47.841096
Chr3SNP1492 3 47.852055
Chr3SNP1495 3 48.016439
