Marker Chrom Pos_start
Chr4SNP1368 4 49.758905
Chr4SNP1393 4 50.70137
Chr4SNP1405 4 51.10685
Chr4SNP1426 4 51.786302
Chr4SNP1483 4 53.638357
Chr4SNP1484 4 53.649316
Chr4SNP1487 4 53.682192
Chr4SNP1523 4 54.942466
Chr4SNP1554 4 55.873973
Chr4SNP1585 4 56.750685
Chr4SNP1590 4 56.90411
Chr4SNP1609 4 57.627398
Chr4SNP1630 4 58.394521
Chr4SNP1637 4 58.624658
Chr4SNP1649 4 59.139727
Chr4SNP1663 4 59.512329
Chr4SNP1701 4 61.156165
Chr4SNP1714 4 61.550685
Chr4SNP1786 4 64.126028
Chr4SNP1799 4 64.553425
Chr4SNP1815 4 65.167124
Chr4SNP1844 4 66.241096
Chr4SNP1848 4 66.394521
Chr4SNP1851 4 66.471233
Chr4SNP1876 4 67.446576
Chr4SNP1884 4 67.632877
Chr4SNP1890 4 67.797261
Chr4SNP1943 4 69.200001
Chr4SNP1944 4 69.243836
Chr4SNP1953 4 69.484932
Chr4SNP1956 4 69.616439
Chr4SNP2010 4 70.920548
Chr4SNP2011 4 70.953425
Chr4SNP2012 4 70.986302
Chr4SNP2020 4 71.194521
Chr4SNP2025 4 71.336987
Chr4SNP2054 4 72.093151
Chr4SNP2063 4 72.224658
Chr4SNP2074 4 72.531507
Chr4SNP2084 4 72.772603
Chr4SNP2090 4 72.980822
Chr4SNP2136 4 74.230137
Chr4SNP2137 4 74.284932
Chr4SNP2138 4 74.339727
Chr4SNP2142 4 74.40548
Chr4SNP2150 4 74.624658
Chr4SNP2192 4 75.797261
Chr4SNP2203 4 76.180822
Chr4SNP2207 4 76.421918
Chr4SNP2222 4 76.947946
Chr4SNP2324 4 79.972603
Chr5SNP3 5 0.093151
Chr5SNP9 5 0.257535
Chr5SNP11 5 0.356165
Chr5SNP27 5 0.80548
Chr5SNP34 5 1.024658
Chr5SNP42 5 1.30959
Chr5SNP68 5 2.416439
Chr5SNP83 5 2.887672
Chr5SNP94 5 3.227398
Chr5SNP129 5 4.915069
Chr5SNP136 5 5.473973
Chr5SNP168 5 6.778083
Chr5SNP239 5 9.60548
Chr5SNP256 5 10.197261
Chr5SNP261 5 10.372603
Chr5SNP270 5 10.723288
Chr5SNP321 5 13.430137
Chr5SNP330 5 13.835617
Chr5SNP333 5 13.879453
Chr5SNP403 5 16.926028
Chr5SNP428 5 17.923288
Chr5SNP432 5 18.043836
Chr5SNP433 5 18.065754
Chr5SNP483 5 20.169864
Chr5SNP485 5 20.191781
Chr5SNP492 5 20.389042
Chr5SNP531 5 21.890411
Chr5SNP551 5 22.372603
Chr5SNP558 5 22.536987
Chr5SNP568 5 22.745206
Chr5SNP573 5 22.898631
Chr5SNP607 5 23.665754
Chr5SNP651 5 24.871233
Chr5SNP663 5 25.123288
Chr5SNP704 5 26.20822
Chr5SNP730 5 26.90959
Chr5SNP750 5 27.347946
Chr5SNP752 5 27.40274
Chr5SNP755 5 27.457535
Chr5SNP760 5 27.643836
Chr5SNP828 5 30.032877
Chr5SNP847 5 31.052055
Chr5SNP870 5 32.312329
Chr5SNP884 5 32.827398
Chr5SNP887 5 32.882192
Chr5SNP894 5 33.134247
Chr5SNP920 5 33.978083
Chr5SNP935 5 34.613699
Chr5SNP968 5 35.698631
Chr5SNP972 5 35.841096
Chr5SNP980 5 36.147946
Chr5SNP1019 5 37.40822
Chr5SNP1023 5 37.517809
Chr5SNP1025 5 37.572603
Chr5SNP1073 5 38.887672
Chr5SNP1076 5 38.920548
Chr5SNP1080 5 39.019179
Chr5SNP1084 5 39.073973
Chr5SNP1185 5 42.153425
Chr5SNP1188 5 42.361644
Chr5SNP1209 5 43.084932
Chr5SNP1234 5 43.852055
Chr5SNP1246 5 44.279453
Chr5SNP1273 5 45.200001
Chr5SNP1277 5 45.331507
Chr5SNP1323 5 46.767124
Chr5SNP1338 5 47.358905
Chr5SNP1355 5 47.819179
Chr5SNP1385 5 48.794521
Chr5SNP1394 5 49.046576
Chr5SNP1429 5 50
Chr5SNP1434 5 50.120548
Chr5SNP1438 5 50.186302
Chr5SNP1468 5 50.986302
Chr5SNP1473 5 51.10685
Chr5SNP1494 5 51.753425
Chr5SNP1560 5 53.583562
Chr5SNP1636 5 56.80548
Chr5SNP1650 5 57.320548
Chr5SNP1655 5 57.452055
Chr5SNP1686 5 58.50411
Chr5SNP1728 5 59.939727
Chr5SNP1795 5 61.791781
Chr5SNP1804 5 62.153425
Chr5SNP1867 5 63.742466
Chr5SNP1868 5 63.764384
Chr5SNP1917 5 65.265754
Chr5SNP1949 5 66.197261
Chr5SNP1952 5 66.263014
Chr5SNP1956 5 66.40548
Chr5SNP1962 5 66.591781
Chr5SNP1984 5 67.139727
Chr5SNP1998 5 67.687672
Chr5SNP2003 5 67.819179
Chr5SNP2057 5 69.726028
Chr5SNP2063 5 69.923288
Chr5SNP2106 5 71.424658
Chr5SNP2109 5 71.534247
Chr5SNP2131 5 72.268494
Chr5SNP2132 5 72.312329
Chr5SNP2166 5 73.145206
Chr5SNP2220 5 74.493151
Chr5SNP2229 5 74.646576
Chr5SNP2250 5 75.216439
Chr5SNP2253 5 75.249316
Chr5SNP2254 5 75.271233
Chr5SNP2277 5 76.213699
Chr5SNP2288 5 76.630137
Chr5SNP2317 5 77.232877
Chr5SNP2321 5 77.517809
Chr5SNP2322 5 77.528768
Chr5SNP2354 5 78.394521
Chr5SNP2397 5 79.326028
Chr6SNP34 6 1.090411
Chr6SNP40 6 1.221918
Chr6SNP63 6 1.747946
Chr6SNP70 6 1.978083
Chr6SNP73 6 2.186302
Chr6SNP91 6 2.657535
Chr6SNP153 6 4.597261
Chr6SNP164 6 4.90411
Chr6SNP172 6 5.068494
Chr6SNP197 6 5.868494
Chr6SNP201 6 5.923288
Chr6SNP203 6 5.989042
Chr6SNP229 6 6.843836
Chr6SNP233 6 7.052055
Chr6SNP313 6 9.046576
Chr6SNP350 6 10.087672
Chr6SNP363 6 10.526028
Chr6SNP397 6 11.589042
Chr6SNP411 6 12.071233
Chr6SNP416 6 12.312329
Chr6SNP421 6 12.4
Chr6SNP446 6 13.090411
Chr6SNP459 6 13.386302
Chr6SNP469 6 13.660274
Chr6SNP472 6 13.736987
Chr6SNP515 6 15.150685
Chr6SNP525 6 15.512329
Chr6SNP533 6 15.90685
Chr6SNP559 6 16.915069
Chr6SNP561 6 16.991781
Chr6SNP597 6 18.054795
Chr6SNP639 6 19.90685
Chr6SNP662 6 20.575343
Chr6SNP675 6 21.243836
Chr6SNP710 6 22.383562
Chr6SNP743 6 24.684932
Chr6SNP752 6 25.419179
Chr6SNP754 6 25.539727
Chr6SNP771 6 26.263014
Chr6SNP790 6 27.084932
Chr6SNP804 6 27.523288
Chr6SNP824 6 28.378083
Chr6SNP828 6 28.476713
Chr6SNP843 6 28.849316
Chr6SNP874 6 29.945206
Chr6SNP905 6 30.90959
Chr6SNP922 6 31.293151
Chr6SNP948 6 32.060274
Chr6SNP991 6 33.397261
Chr6SNP1002 6 33.835617
Chr6SNP1004 6 33.945206
Chr6SNP1031 6 35.084932
Chr6SNP1057 6 36.20274
Chr6SNP1058 6 36.224658
Chr6SNP1091 6 37.331507
Chr6SNP1099 6 37.452055
Chr6SNP1125 6 38.372603
Chr6SNP1129 6 38.547946
Chr6SNP1133 6 38.712329
Chr6SNP1153 6 39.326028
Chr6SNP1184 6 40.410959
Chr6SNP1211 6 41.156165
Chr6SNP1220 6 41.386302
Chr6SNP1251 6 42.427398
Chr6SNP1288 6 43.556165
Chr6SNP1296 6 43.852055
Chr6SNP1301 6 44.060274
Chr6SNP1313 6 44.443836
Chr6SNP1319 6 44.586302
Chr6SNP1332 6 45.112329
Chr6SNP1341 6 45.397261
Chr6SNP1343 6 45.473973
Chr6SNP1398 6 48.060274
Chr6SNP1414 6 48.630137
Chr6SNP1421 6 48.871233
Chr6SNP1426 6 49.057535
Chr6SNP1518 6 52.663014
Chr6SNP1526 6 52.980822
Chr6SNP1571 6 54.745206
Chr6SNP1579 6 55.041096
Chr6SNP1581 6 55.073973
Chr6SNP1588 6 55.293151
Chr6SNP1598 6 55.786302
Chr6SNP1601 6 55.852055
Chr6SNP1602 6 55.884932
Chr6SNP1609 6 56.224658
Chr6SNP1648 6 57.539727
Chr6SNP1671 6 58.526028
Chr6SNP1724 6 60.115069
Chr6SNP1762 6 61.550685
Chr6SNP1784 6 62.263014
Chr6SNP1813 6 63.139727
Chr6SNP1858 6 64.717809
Chr6SNP1886 6 65.419179
Chr6SNP1904 6 65.791781
Chr6SNP1915 6 66.273973
Chr6SNP1932 6 67.468494
Chr6SNP1968 6 69.090411
Chr6SNP1983 6 69.747946
Chr6SNP2073 6 72.958905
Chr6SNP2110 6 74.076713
Chr6SNP2123 6 74.339727
Chr6SNP2189 6 76.728768
Chr6SNP2191 6 76.750685
Chr6SNP2231 6 78.20822
Chr6SNP2249 6 78.8
Chr6SNP2268 6 79.413699
Chr7SNP20 7 0.969864
Chr7SNP33 7 1.430137
Chr7SNP37 7 1.627398
Chr7SNP66 7 2.756165
Chr7SNP74 7 2.986302
Chr7SNP85 7 3.512329
Chr7SNP102 7 4.147946
Chr7SNP114 7 4.520548
Chr7SNP141 7 5.90137
Chr7SNP167 7 6.767124
Chr7SNP179 7 7.435617
Chr7SNP186 7 7.852055
Chr7SNP188 7 7.939727
Chr7SNP260 7 22.964384
Chr7SNP283 7 23.852055
Chr7SNP294 7 24.761644
Chr7SNP308 7 25.221918
Chr7SNP314 7 25.495891
Chr7SNP316 7 25.550685
Chr7SNP331 7 26.043836
Chr7SNP333 7 26.098631
Chr7SNP349 7 26.580822
Chr7SNP368 7 27.216439
Chr7SNP396 7 28.126028
Chr7SNP406 7 28.421918
Chr7SNP417 7 28.684932
Chr7SNP440 7 29.40822
Chr7SNP463 7 29.945206
Chr7SNP469 7 30.142466
Chr7SNP481 7 30.471233
Chr7SNP492 7 30.8
Chr7SNP504 7 31.10685
Chr7SNP520 7 31.490411
Chr7SNP533 7 31.786302
Chr7SNP543 7 32.082192
Chr7SNP547 7 32.169864
Chr7SNP549 7 32.30137
Chr7SNP657 7 35.80822
Chr7SNP658 7 35.830137
Chr7SNP660 7 35.928768
Chr7SNP665 7 36.071233
Chr7SNP671 7 36.191781
Chr7SNP705 7 37.167124
Chr7SNP741 7 38.131507
Chr7SNP755 7 38.482192
Chr7SNP797 7 40.432877
Chr7SNP824 7 41.495891
Chr7SNP862 7 42.986302
Chr7SNP863 7 43.052055
Chr7SNP891 7 44.20274
Chr7SNP910 7 45.013699
Chr7SNP943 7 46
Chr7SNP946 7 46.10959
Chr7SNP1013 7 48.027398
Chr7SNP1028 7 48.476713
Chr7SNP1061 7 49.375343
Chr7SNP1086 7 50.186302
Chr7SNP1097 7 50.547946
Chr7SNP1099 7 50.613699
Chr7SNP1105 7 50.756165
Chr7SNP1106 7 50.810959
Chr7SNP1114 7 51.10685
Chr7SNP1123 7 51.336987
Chr7SNP1142 7 51.939727
Chr7SNP1189 7 53.200001
Chr7SNP1192 7 53.287672
Chr7SNP1196 7 53.419179
Chr7SNP1199 7 53.473973
Chr7SNP1212 7 53.868494
Chr7SNP1218 7 54.120548
Chr7SNP1235 7 54.591781
Chr7SNP1267 7 55.578083
Chr7SNP1391 7 59.084932
Chr7SNP1414 7 59.665754
Chr7SNP1422 7 59.852055
Chr7SNP1423 7 59.863014
Chr7SNP1431 7 60.136987
Chr7SNP1472 7 61.40822
Chr7SNP1479 7 61.594521
Chr7SNP1490 7 61.791781
Chr7SNP1492 7 61.835617
Chr7SNP1503 7 62.20822
Chr7SNP1504 7 62.252055
Chr7SNP1558 7 63.895891
Chr7SNP1561 7 63.961644
Chr7SNP1572 7 64.191781
Chr7SNP1579 7 64.334247
Chr7SNP1584 7 64.454795
Chr7SNP1605 7 64.980822
Chr7SNP1610 7 65.090411
Chr7SNP1614 7 65.243836
Chr7SNP1636 7 65.912329
Chr7SNP1641 7 66.065754
Chr7SNP1663 7 66.712329
Chr7SNP1798 7 70.558905
Chr7SNP1823 7 71.457535
Chr7SNP1846 7 72.071233
Chr7SNP1863 7 72.400001
Chr7SNP1921 7 74.263014
Chr7SNP1938 7 74.865754
Chr7SNP1961 7 75.567124
Chr7SNP1975 7 75.972603
Chr7SNP1982 7 76.158905
Chr7SNP1994 7 76.50959
Chr7SNP2005 7 76.838357
Chr7SNP2012 7 76.980822
Chr7SNP2016 7 77.024658
Chr7SNP2042 7 78.164384
Chr7SNP2081 7 79.347946
Chr7SNP2095 7 79.643836
Chr8SNP13 8 0.619179
Chr8SNP82 8 3.238357
Chr8SNP85 8 3.369864
Chr8SNP89 8 3.457535
Chr8SNP104 8 4.071233
Chr8SNP111 8 4.323288
Chr8SNP125 8 4.882192
Chr8SNP136 8 5.386302
Chr8SNP169 8 6.361644
Chr8SNP183 8 6.756165
Chr8SNP193 8 7.128768
Chr8SNP212 8 7.556165
Chr8SNP224 8 7.873973
Chr8SNP276 8 9.879453
Chr8SNP318 8 11.128768
Chr8SNP365 8 13.123288
Chr8SNP370 8 13.276713
Chr8SNP438 8 15.731507
Chr8SNP456 8 16.334247
Chr8SNP462 8 16.60822
Chr8SNP492 8 17.265754
Chr8SNP551 8 19.019179
Chr8SNP575 8 19.742466
Chr8SNP604 8 20.761644
Chr8SNP615 8 21.068494
Chr8SNP640 8 22.153425
Chr8SNP656 8 22.756165
Chr8SNP682 8 23.479453
Chr8SNP743 8 25.397261
Chr8SNP789 8 27.117809
Chr8SNP817 8 28.136987
Chr8SNP825 8 28.717809
Chr8SNP869 8 30.120548
Chr8SNP889 8 30.723288
Chr8SNP932 8 32.191781
Chr8SNP981 8 34.164384
Chr8SNP1017 8 36.213699
Chr8SNP1027 8 36.717809
Chr8SNP1048 8 37.463014
Chr8SNP1108 8 40.027398
Chr8SNP1130 8 41.298631
Chr8SNP1143 8 41.923288
Chr8SNP1153 8 42.284932
Chr8SNP1186 8 43.413699
Chr8SNP1189 8 43.457535
Chr8SNP1195 8 43.621918
Chr8SNP1199 8 43.731507
Chr8SNP1209 8 43.972603
Chr8SNP1214 8 44.126028
Chr8SNP1224 8 44.345206
Chr8SNP1228 8 44.520548
Chr8SNP1241 8 45.035617
Chr8SNP1246 8 45.134247
Chr8SNP1266 8 46.120548
Chr8SNP1288 8 47.139727
Chr8SNP1296 8 47.556165
Chr8SNP1321 8 48.597261
Chr8SNP1325 8 48.838357
Chr8SNP1328 8 48.958905
Chr8SNP1345 8 49.430137
Chr8SNP1370 8 50.263014
Chr8SNP1418 8 51.358905
Chr8SNP1454 8 52.684932
Chr8SNP1462 8 53.024658
Chr8SNP1517 8 54.591781
Chr8SNP1525 8 54.832877
Chr8SNP1526 8 54.90959
Chr8SNP1537 8 55.183562
Chr8SNP1538 8 55.20548
